imageFilename,bboxes
.\rgb_\C507_2017_12_31_20_54_12\20.jpg,"[[1.0, 139.0, 74.0, 26.0], [1.0, 207.0, 30.0, 32.0], [133.0, 95.0, 19.0, 15.0], [164.0, 102.0, 16.0, 13.0], [230.0, 133.0, 65.0, 30.0], [322.0, 140.0, 29.0, 32.0], [42.0, 166.0, 97.0, 47.0], [85.0, 141.0, 80.0, 30.0]]"
.\rgb_\C507_2017_12_31_21_14_24\1.jpg,"[[1.0, 136.0, 22.0, 29.0], [108.0, 115.0, 16.0, 14.0], [144.0, 97.0, 13.0, 12.0], [156.0, 105.0, 14.0, 15.0], [206.0, 116.0, 13.0, 17.0]]"
.\rgb_\C507_2017_12_31_21_14_24\2.jpg,"[[144.0, 99.0, 15.0, 12.0], [203.0, 115.0, 19.0, 18.0], [31.0, 137.0, 32.0, 24.0]]"
.\rgb_\C507_2017_12_31_21_14_24\3.jpg,"[[111.0, 115.0, 13.0, 14.0], [145.0, 96.0, 12.0, 15.0], [154.0, 105.0, 14.0, 16.0], [205.0, 113.0, 17.0, 17.0]]"
.\rgb_\C507_2017_12_31_21_14_24\4.jpg,"[[106.0, 112.0, 21.0, 20.0], [153.0, 106.0, 18.0, 15.0], [167.0, 103.0, 11.0, 15.0], [203.0, 117.0, 19.0, 18.0]]"
.\rgb_\C507_2017_12_31_21_14_24\5.jpg,"[[109.0, 113.0, 15.0, 16.0], [156.0, 102.0, 20.0, 19.0], [201.0, 116.0, 30.0, 19.0]]"
.\rgb_\C507_2017_12_31_21_14_24\6.jpg,"[[105.0, 112.0, 22.0, 18.0], [150.0, 103.0, 20.0, 15.0], [199.0, 114.0, 23.0, 22.0], [290.0, 134.0, 61.0, 28.0]]"
.\rgb_\C507_2017_12_31_21_14_24\7.jpg,"[[112.0, 115.0, 14.0, 22.0], [148.0, 100.0, 22.0, 16.0], [167.0, 100.0, 15.0, 18.0], [201.0, 113.0, 23.0, 21.0], [265.0, 134.0, 68.0, 33.0]]"
.\rgb_\C507_2017_12_31_21_14_24\8.jpg,"[[108.0, 116.0, 16.0, 13.0], [144.0, 98.0, 12.0, 11.0], [154.0, 105.0, 13.0, 13.0], [201.0, 117.0, 23.0, 15.0], [232.0, 132.0, 70.0, 36.0]]"
.\rgb_\C507_2017_12_31_21_14_24\9.jpg,"[[106.0, 115.0, 22.0, 13.0], [152.0, 101.0, 15.0, 20.0], [197.0, 139.0, 81.0, 28.0], [201.0, 116.0, 18.0, 15.0]]"
.\rgb_\C507_2017_12_31_21_14_24\10.jpg,"[[109.0, 115.0, 18.0, 18.0], [144.0, 96.0, 10.0, 13.0], [152.0, 105.0, 11.0, 13.0], [162.0, 133.0, 81.0, 33.0], [167.0, 101.0, 11.0, 15.0], [203.0, 116.0, 21.0, 17.0]]"
.\rgb_\C507_2017_12_31_21_14_24\11.jpg,"[[109.0, 114.0, 20.0, 19.0], [133.0, 134.0, 70.0, 36.0], [147.0, 103.0, 18.0, 12.0], [164.0, 99.0, 13.0, 16.0], [187.0, 109.0, 17.0, 16.0], [203.0, 117.0, 22.0, 15.0]]"
.\rgb_\C507_2017_12_31_21_14_24\12.jpg,"[[151.0, 106.0, 17.0, 11.0], [201.0, 118.0, 21.0, 13.0], [299.0, 143.0, 52.0, 33.0], [96.0, 134.0, 72.0, 35.0]]"
.\rgb_\C507_2017_12_31_21_14_24\13.jpg,"[[146.0, 101.0, 20.0, 15.0], [198.0, 111.0, 29.0, 25.0], [266.0, 142.0, 80.0, 37.0], [52.0, 134.0, 82.0, 35.0]]"
.\rgb_\C507_2017_12_31_21_14_24\14.jpg,"[[1.0, 218.0, 186.0, 21.0], [105.0, 115.0, 21.0, 15.0], [140.0, 98.0, 29.0, 18.0], [203.0, 115.0, 18.0, 17.0], [22.0, 136.0, 73.0, 30.0], [234.0, 142.0, 77.0, 32.0]]"
.\rgb_\C507_2017_12_31_21_14_24\15.jpg,"[[1.0, 134.0, 60.0, 43.0], [122.0, 213.0, 176.0, 26.0], [150.0, 103.0, 17.0, 15.0], [199.5, 143.5, 74.0, 30.0], [203.0, 115.0, 22.0, 20.0], [311.0, 138.0, 40.0, 29.0]]"
.\rgb_\C507_2017_12_31_21_14_24\16.jpg,"[[107.0, 115.0, 21.0, 17.0], [147.0, 102.0, 15.0, 14.0], [158.0, 147.0, 78.0, 26.0], [201.0, 115.0, 21.0, 16.0], [234.0, 213.0, 117.0, 26.0], [281.0, 143.0, 67.0, 20.0]]"
.\rgb_\C507_2017_12_31_21_14_24\17.jpg,"[[113.0, 146.0, 84.0, 26.0], [143.0, 97.0, 19.0, 22.0], [201.0, 115.0, 16.0, 17.0], [250.0, 139.0, 66.0, 25.0]]"
.\rgb_\C507_2017_12_31_21_14_24\18.jpg,"[[106.0, 113.0, 18.0, 20.0], [143.0, 102.0, 27.0, 14.0], [199.0, 113.0, 23.0, 20.0], [217.0, 139.0, 84.0, 29.0], [87.0, 144.0, 83.0, 26.0]]"
.\rgb_\C507_2017_12_31_21_14_24\19.jpg,"[[145.0, 96.0, 16.0, 15.0], [186.0, 141.0, 76.0, 26.0], [195.0, 111.0, 33.0, 19.0], [41.0, 145.0, 85.0, 29.0]]"
.\rgb_\C507_2017_12_31_21_14_24\20.jpg,"[[1.0, 142.0, 94.0, 37.0], [145.0, 99.0, 16.0, 15.0], [150.0, 142.0, 80.0, 24.0], [195.0, 115.0, 36.0, 17.0], [316.0, 137.0, 35.0, 36.0]]"
.\rgb_\C507_2017_12_31_21_34_12\1.jpg,"[[106.0, 110.0, 18.0, 21.0], [143.0, 143.0, 88.0, 33.0], [148.0, 119.0, 34.0, 22.0], [332.0, 139.0, 19.0, 26.0]]"
.\rgb_\C507_2017_12_31_21_34_12\2.jpg,"[[100.0, 146.0, 85.0, 28.0], [146.0, 119.0, 38.0, 25.0], [302.0, 135.0, 49.0, 28.0]]"
.\rgb_\C507_2017_12_31_21_34_12\3.jpg,"[[105.0, 111.0, 21.0, 18.0], [147.0, 111.0, 36.0, 32.0], [272.0, 136.0, 79.0, 33.0], [69.0, 143.0, 83.0, 33.0]]"
.\rgb_\C507_2017_12_31_21_34_12\4.jpg,"[[105.0, 110.0, 22.0, 23.0], [141.0, 113.0, 42.0, 31.0], [254.0, 135.0, 79.0, 33.0], [44.0, 140.0, 80.0, 31.0]]"
.\rgb_\C507_2017_12_31_21_34_12\5.jpg,"[[1.0, 140.0, 90.0, 33.0], [101.0, 111.0, 25.0, 20.0], [147.0, 117.0, 33.0, 29.0], [232.0, 135.0, 73.0, 32.0]]"
.\rgb_\C507_2017_12_31_21_34_12\6.jpg,"[[1.0, 141.0, 50.0, 34.0], [151.0, 114.0, 32.0, 31.0], [198.0, 137.0, 77.0, 25.0]]"
.\rgb_\C507_2017_12_31_21_34_12\7.jpg,"[[107.0, 113.0, 20.0, 20.0], [149.0, 112.0, 36.0, 33.0], [173.0, 133.0, 71.0, 30.0]]"
.\rgb_\C507_2017_12_31_21_34_12\8.jpg,"[[143.0, 135.0, 77.0, 32.0], [149.0, 119.0, 27.0, 22.0]]"
.\rgb_\C507_2017_12_31_21_34_12\9.jpg,"[[103.0, 111.0, 27.0, 20.0], [116.0, 138.0, 75.0, 30.0], [148.0, 119.0, 36.0, 23.0]]"
.\rgb_\C507_2017_12_31_21_34_12\10.jpg,"[[105.0, 112.0, 24.0, 19.0], [147.0, 116.0, 37.0, 29.0], [91.0, 136.0, 67.0, 28.0]]"
.\rgb_\C507_2017_12_31_21_34_12\11.jpg,"[[106.0, 112.0, 23.0, 20.0], [150.0, 115.0, 30.0, 30.0], [284.0, 134.0, 67.0, 30.0], [59.0, 134.0, 74.0, 34.0]]"
.\rgb_\C507_2017_12_31_21_34_12\12.jpg,"[[103.0, 107.0, 23.0, 26.0], [147.0, 110.0, 36.0, 39.0], [250.0, 134.0, 84.0, 34.0], [27.0, 134.0, 78.0, 35.0]]"
.\rgb_\C507_2017_12_31_21_34_12\13.jpg,"[[1.0, 135.0, 78.0, 33.0], [103.0, 108.0, 29.0, 24.0], [149.5, 114.5, 33.0, 35.0], [231.0, 132.0, 76.0, 35.0]]"
.\rgb_\C507_2017_12_31_21_34_12\14.jpg,"[[1.0, 136.0, 48.0, 25.0], [106.0, 111.0, 18.0, 20.0], [148.0, 110.0, 32.0, 40.0], [210.0, 138.0, 72.0, 31.0]]"
.\rgb_\C507_2017_12_31_21_34_12\15.jpg,"[[1.0, 133.0, 16.0, 37.0], [103.0, 109.0, 27.0, 25.0], [153.0, 119.0, 30.0, 26.0], [173.0, 142.0, 78.0, 31.0]]"
.\rgb_\C507_2017_12_31_21_34_12\16.jpg,"[[105.0, 112.0, 27.0, 21.0], [139.0, 140.0, 81.0, 31.0], [149.0, 116.0, 32.0, 24.0]]"
.\rgb_\C507_2017_12_31_21_34_12\17.jpg,"[[103.0, 111.0, 23.0, 19.0], [117.0, 140.0, 72.0, 31.0], [149.0, 118.0, 29.0, 22.0], [320.0, 151.0, 31.0, 22.0]]"
.\rgb_\C507_2017_12_31_21_34_12\18.jpg,"[[107.0, 116.0, 17.0, 14.0], [151.0, 118.0, 38.0, 23.0], [280.0, 138.0, 71.0, 32.0], [89.0, 139.0, 76.0, 32.0]]"
.\rgb_\C507_2017_12_31_21_34_12\19.jpg,"[[103.0, 113.0, 26.0, 20.0], [153.0, 122.0, 30.0, 24.0], [245.0, 144.0, 95.0, 36.0], [63.0, 140.0, 69.0, 30.0]]"
.\rgb_\C507_2017_12_31_21_34_12\20.jpg,"[[105.0, 112.0, 28.0, 21.0], [127.0, 92.0, 19.0, 18.0], [151.0, 115.0, 38.0, 30.0], [210.0, 142.0, 78.0, 34.0], [24.0, 137.0, 76.0, 32.0]]"
.\rgb_\C507_2017_12_31_21_54_24\1.jpg,"[[106.0, 111.0, 21.0, 21.0], [157.0, 132.0, 60.0, 30.0], [217.0, 141.0, 95.0, 32.0], [22.0, 143.0, 94.0, 35.0], [29.0, 181.0, 163.0, 58.0]]"
.\rgb_\C507_2017_12_31_21_54_24\2.jpg,"[[1.0, 139.0, 63.0, 35.0], [103.0, 112.0, 21.0, 20.0], [113.0, 134.0, 75.0, 30.0], [179.0, 144.0, 85.0, 33.0], [44.0, 180.0, 147.0, 59.0]]"
.\rgb_\C507_2017_12_31_21_54_24\3.jpg,"[[1.0, 140.0, 25.0, 33.0], [103.0, 114.0, 23.0, 18.0], [139.0, 145.0, 85.0, 34.0], [46.0, 183.0, 146.0, 56.0], [91.0, 137.0, 68.0, 25.0]]"
.\rgb_\C507_2017_12_31_21_54_24\4.jpg,"[[103.0, 112.0, 25.0, 20.0], [47.0, 183.0, 152.0, 56.0], [50.0, 134.0, 61.0, 29.0], [87.0, 147.0, 83.0, 30.0]]"
.\rgb_\C507_2017_12_31_21_54_24\5.jpg,"[[103.0, 107.0, 23.0, 27.0], [18.0, 136.0, 69.0, 28.0], [39.0, 147.0, 84.0, 31.0], [49.0, 182.0, 151.0, 56.0]]"
.\rgb_\C507_2017_12_31_21_54_24\6.jpg,"[[1.0, 128.0, 55.0, 30.0], [1.0, 148.0, 74.0, 28.0], [106.0, 114.0, 22.0, 19.0], [45.0, 175.0, 155.0, 64.0]]"
.\rgb_\C507_2017_12_31_21_54_24\7.jpg,"[[1.0, 128.0, 20.0, 43.0], [109.0, 111.0, 14.0, 22.0], [48.0, 176.0, 146.0, 63.0]]"
.\rgb_\C507_2017_12_31_21_54_24\8.jpg,"[[1.0, 217.0, 167.0, 22.0], [54.0, 182.0, 135.0, 45.0], [97.0, 110.0, 40.0, 21.0]]"
.\rgb_\C507_2017_12_31_21_54_24\9.jpg,"[[107.0, 109.0, 23.0, 24.0], [48.0, 215.0, 239.0, 24.0], [51.0, 182.0, 146.0, 48.0]]"
.\rgb_\C507_2017_12_31_21_54_24\10.jpg,"[[106.0, 114.0, 23.0, 19.0], [143.0, 208.0, 208.0, 31.0], [46.0, 183.0, 155.0, 56.0]]"
.\rgb_\C507_2017_12_31_21_54_24\11.jpg,"[[103.0, 108.0, 24.0, 27.0], [331.0, 215.0, 1.0, 1.0], [41.0, 184.0, 155.0, 55.0]]"
.\rgb_\C507_2017_12_31_21_54_24\12.jpg,"[[107.0, 112.0, 24.0, 22.0], [47.0, 183.0, 137.0, 56.0]]"
.\rgb_\C507_2017_12_31_21_54_24\13.jpg,"[[101.0, 112.0, 27.0, 22.0], [47.0, 178.0, 151.0, 61.0]]"
.\rgb_\C507_2017_12_31_21_54_24\14.jpg,"[[103.0, 109.0, 31.0, 26.0], [42.0, 178.0, 155.0, 61.0]]"
.\rgb_\C507_2017_12_31_21_54_24\15.jpg,"[[108.0, 111.0, 31.0, 22.0], [262.0, 130.0, 66.0, 37.0], [46.0, 176.0, 153.0, 63.0]]"
.\rgb_\C507_2017_12_31_21_54_24\16.jpg,"[[106.0, 112.0, 18.0, 23.0], [251.0, 122.0, 65.0, 34.0], [49.0, 181.0, 144.0, 58.0]]"
.\rgb_\C507_2017_12_31_21_54_24\17.jpg,"[[107.0, 113.0, 24.0, 21.0], [243.0, 123.0, 54.0, 28.0], [45.0, 183.0, 150.0, 56.0]]"
.\rgb_\C507_2017_12_31_21_54_24\18.jpg,"[[231.0, 123.0, 66.0, 36.0], [41.0, 184.0, 154.0, 55.0], [97.0, 114.0, 31.0, 21.0]]"
.\rgb_\C507_2017_12_31_21_54_24\19.jpg,"[[103.0, 109.0, 36.0, 30.0], [214.0, 123.0, 64.0, 30.0], [43.0, 185.0, 153.0, 54.0]]"
.\rgb_\C507_2017_12_31_21_54_24\20.jpg,"[[103.0, 113.0, 23.0, 22.0], [210.0, 123.0, 58.0, 29.0], [315.0, 138.0, 36.0, 35.0], [46.0, 177.0, 147.0, 62.0]]"
.\rgb_\C507_2017_12_31_22_14_21\1.jpg,"[[105.0, 110.0, 18.0, 23.0], [130.0, 110.0, 25.0, 27.0]]"
.\rgb_\C507_2017_12_31_22_14_21\2.jpg,"[[107.0, 110.0, 17.0, 23.0], [128.0, 110.0, 33.0, 27.0]]"
.\rgb_\C507_2017_12_31_22_14_21\3.jpg,"[[108.0, 113.0, 20.0, 21.0], [126.0, 114.0, 38.0, 25.0]]"
.\rgb_\C507_2017_12_31_22_14_21\4.jpg,"[[103.0, 107.0, 21.0, 27.0], [128.0, 110.0, 35.0, 31.0]]"
.\rgb_\C507_2017_12_31_22_14_21\5.jpg,"[[1.0, 209.0, 123.0, 30.0], [106.0, 113.0, 17.0, 19.0], [127.0, 110.0, 34.0, 30.0]]"
.\rgb_\C507_2017_12_31_22_14_21\6.jpg,"[[1.0, 215.0, 240.0, 24.0], [106.0, 111.0, 18.0, 20.0], [125.0, 113.0, 36.0, 26.0]]"
.\rgb_\C507_2017_12_31_22_14_21\7.jpg,"[[107.0, 112.0, 20.0, 18.0], [125.0, 117.0, 31.0, 23.0], [174.0, 210.0, 177.0, 29.0]]"
.\rgb_\C507_2017_12_31_22_14_21\8.jpg,"[[103.0, 111.0, 21.0, 22.0], [128.0, 115.0, 29.0, 23.0], [288.0, 205.0, 63.0, 34.0]]"
.\rgb_\C507_2017_12_31_22_14_21\9.jpg,"[[105.0, 111.0, 19.0, 20.0], [127.0, 116.0, 29.0, 22.0], [129.0, 104.0, 16.0, 13.0]]"
.\rgb_\C507_2017_12_31_22_14_21\10.jpg,"[[103.0, 113.0, 21.0, 18.0], [125.0, 115.0, 28.0, 26.0], [129.0, 104.0, 18.0, 13.0], [324.0, 140.0, 27.0, 34.0]]"
.\rgb_\C507_2017_12_31_22_14_21\11.jpg,"[[1.0, 213.0, 140.0, 26.0], [105.0, 112.0, 19.0, 21.0], [128.0, 102.0, 22.0, 19.0], [128.0, 119.0, 35.0, 22.0], [282.0, 132.0, 69.0, 47.0]]"
.\rgb_\C507_2017_12_31_22_14_21\12.jpg,"[[105.0, 116.0, 23.0, 15.0], [122.0, 119.0, 39.0, 21.0], [127.0, 106.0, 19.0, 11.0], [21.0, 211.0, 223.0, 28.0], [240.0, 139.0, 85.0, 40.0]]"
.\rgb_\C507_2017_12_31_22_14_21\13.jpg,"[[103.0, 111.0, 20.0, 20.0], [128.0, 102.0, 20.0, 17.0], [129.0, 121.0, 32.0, 22.0], [189.0, 208.0, 162.0, 31.0], [198.0, 141.0, 83.0, 37.0]]"
.\rgb_\C507_2017_12_31_22_14_21\14.jpg,"[[108.0, 117.0, 18.0, 15.0], [124.0, 103.0, 25.0, 14.0], [125.0, 122.0, 33.0, 22.0], [141.0, 138.0, 95.0, 43.0], [304.0, 210.0, 47.0, 29.0]]"
.\rgb_\C507_2017_12_31_22_14_21\15.jpg,"[[103.0, 111.0, 21.0, 23.0], [125.0, 102.0, 27.0, 17.0], [125.0, 112.0, 31.0, 28.0], [326.0, 108.0, 25.0, 53.0], [86.0, 143.0, 103.0, 43.0]]"
.\rgb_\C507_2017_12_31_22_14_21\16.jpg,"[[102.0, 112.0, 22.0, 19.0], [120.0, 112.0, 38.0, 31.0], [125.0, 101.0, 24.0, 19.0], [318.0, 111.0, 33.0, 48.0], [43.0, 141.0, 95.0, 36.0]]"
.\rgb_\C507_2017_12_31_22_14_21\17.jpg,"[[1.0, 145.0, 84.0, 33.0], [106.0, 110.0, 20.0, 22.0], [125.0, 115.0, 38.0, 28.0], [130.0, 103.0, 20.0, 15.0], [305.0, 111.0, 46.0, 62.0]]"
.\rgb_\C507_2017_12_31_22_14_21\18.jpg,"[[1.0, 142.0, 33.0, 32.0], [105.0, 114.0, 19.0, 18.0], [125.0, 115.0, 36.0, 25.0], [130.0, 103.0, 21.0, 16.0], [289.0, 114.0, 62.0, 45.0]]"
.\rgb_\C507_2017_12_31_22_14_21\19.jpg,"[[1.0, 211.0, 220.0, 28.0], [103.0, 110.0, 23.0, 23.0], [124.0, 116.0, 35.0, 33.0], [131.0, 105.0, 20.0, 15.0], [283.0, 111.0, 68.0, 50.0]]"
.\rgb_\C507_2017_12_31_22_14_21\20.jpg,"[[105.0, 112.0, 23.0, 23.0], [125.0, 102.0, 23.0, 18.0], [128.0, 117.0, 33.0, 27.0], [166.0, 209.0, 161.0, 30.0], [277.0, 115.0, 74.0, 47.0]]"
.\rgb_\C507_2017_12_31_22_34_20\1.jpg,"[[102.0, 111.0, 22.0, 20.0]]"
.\rgb_\C507_2017_12_31_22_34_20\2.jpg,"[[109.0, 110.0, 18.0, 25.0]]"
.\rgb_\C507_2017_12_31_22_34_20\3.jpg,"[[107.0, 111.0, 17.0, 22.0]]"
.\rgb_\C507_2017_12_31_22_34_20\4.jpg,"[[103.0, 112.0, 24.0, 17.0]]"
.\rgb_\C507_2017_12_31_22_34_20\5.jpg,"[[107.0, 111.0, 23.0, 24.0]]"
.\rgb_\C507_2017_12_31_22_34_20\6.jpg,"[[103.0, 112.0, 25.0, 24.0]]"
.\rgb_\C507_2017_12_31_22_34_20\7.jpg,"[[295.0, 131.0, 56.0, 46.0]]"
.\rgb_\C507_2017_12_31_22_34_20\8.jpg,"[[103.0, 109.0, 27.0, 27.0], [247.0, 139.0, 90.0, 34.0]]"
.\rgb_\C507_2017_12_31_22_34_20\9.jpg,"[[106.0, 110.0, 31.0, 24.0], [204.0, 142.0, 84.0, 36.0]]"
.\rgb_\C507_2017_12_31_22_34_20\10.jpg,"[[102.0, 110.0, 30.0, 26.0], [153.0, 137.0, 78.0, 45.0], [285.0, 136.0, 66.0, 32.0]]"
.\rgb_\C507_2017_12_31_22_34_20\11.jpg,"[[101.0, 110.0, 26.0, 24.0], [109.0, 141.0, 69.0, 40.0], [237.0, 134.0, 94.0, 34.0]]"
.\rgb_\C507_2017_12_31_22_34_20\12.jpg,"[[102.0, 109.0, 33.0, 28.0], [198.0, 132.0, 96.0, 35.0], [61.0, 147.0, 84.0, 32.0]]"
.\rgb_\C507_2017_12_31_22_34_20\13.jpg,"[[103.0, 108.0, 26.0, 26.0], [149.0, 133.0, 95.0, 33.0], [167.0, 101.0, 32.0, 20.0], [8.0, 144.0, 81.0, 33.0]]"
.\rgb_\C507_2017_12_31_22_34_20\14.jpg,"[[1.0, 142.0, 45.0, 31.0], [105.0, 114.0, 19.0, 18.0], [116.0, 134.0, 82.0, 33.0], [173.0, 99.0, 24.0, 22.0]]"
.\rgb_\C507_2017_12_31_22_34_20\15.jpg,"[[1.0, 202.0, 211.0, 37.0], [105.0, 106.0, 22.0, 28.0], [331.0, 131.0, 20.0, 44.0], [75.0, 136.0, 76.0, 38.0]]"
.\rgb_\C507_2017_12_31_22_34_20\16.jpg,"[[103.0, 110.0, 29.0, 26.0], [113.0, 198.0, 238.0, 41.0], [279.0, 142.0, 72.0, 28.0], [30.0, 133.0, 83.0, 42.0]]"
.\rgb_\C507_2017_12_31_22_34_20\17.jpg,"[[1.0, 130.0, 62.5, 40.0], [104.0, 110.0, 26.0, 25.5], [122.0, 88.0, 38.0, 20.0], [223.0, 197.5, 128.0, 41.5], [241.0, 134.5, 99.5, 35.0]]"
.\rgb_\C507_2017_12_31_22_34_20\18.jpg,"[[1.0, 132.0, 23.0, 37.0], [103.0, 113.0, 21.0, 19.0], [199.0, 130.0, 82.0, 38.0]]"
.\rgb_\C507_2017_12_31_22_34_20\19.jpg,"[[106.0, 115.0, 25.0, 20.0], [159.0, 134.0, 79.0, 33.0]]"
.\rgb_\C507_2017_12_31_22_34_20\20.jpg,"[[103.0, 114.0, 19.0, 18.0], [108.0, 135.0, 83.0, 32.0]]"
.\rgb_\C507_2017_12_31_22_54_18\1.jpg,"[[110.0, 113.0, 14.0, 21.0]]"
.\rgb_\C507_2017_12_31_22_54_18\2.jpg,"[[106.0, 112.0, 26.0, 19.0]]"
.\rgb_\C507_2017_12_31_22_54_18\3.jpg,"[[103.0, 113.0, 27.0, 23.0]]"
.\rgb_\C507_2017_12_31_22_54_18\4.jpg,"[[103.0, 111.0, 24.0, 21.0]]"
.\rgb_\C507_2017_12_31_22_54_18\5.jpg,"[[240.0, 143.0, 95.0, 28.0]]"
.\rgb_\C507_2017_12_31_22_54_18\6.jpg,"[[103.0, 107.0, 23.0, 19.0], [183.0, 136.0, 92.0, 42.0]]"
.\rgb_\C507_2017_12_31_22_54_18\7.jpg,"[[106.0, 111.0, 24.0, 24.0], [130.0, 142.0, 89.0, 37.0]]"
.\rgb_\C507_2017_12_31_22_54_18\8.jpg,"[[103.0, 110.0, 26.0, 21.0], [67.0, 142.0, 95.0, 39.0]]"
.\rgb_\C507_2017_12_31_22_54_18\9.jpg,"[[1.0, 135.0, 96.0, 42.0], [102.0, 110.0, 28.0, 24.0]]"
.\rgb_\C507_2017_12_31_22_54_18\10.jpg,"[[1.0, 136.0, 34.0, 42.0], [103.0, 109.0, 26.0, 25.0]]"
.\rgb_\C507_2017_12_31_22_54_18\11.jpg,"[[102.0, 110.0, 25.0, 25.0]]"
.\rgb_\C507_2017_12_31_22_54_18\12.jpg,"[[103.0, 109.0, 24.0, 29.0]]"
.\rgb_\C507_2017_12_31_22_54_18\13.jpg,"[[101.0, 105.0, 27.0, 30.0], [322.0, 143.0, 29.0, 40.0]]"
.\rgb_\C507_2017_12_31_22_54_18\14.jpg,"[[106.0, 109.0, 27.0, 25.0], [307.0, 141.0, 44.0, 36.0]]"
.\rgb_\C507_2017_12_31_22_54_18\15.jpg,"[[165.0, 98.0, 17.0, 21.0], [267.0, 145.0, 84.0, 33.0], [94.0, 107.0, 33.0, 28.0]]"
.\rgb_\C507_2017_12_31_22_54_18\16.jpg,"[[101.0, 112.0, 27.0, 23.0], [168.0, 97.0, 21.0, 24.0], [237.0, 144.0, 92.0, 32.0]]"
.\rgb_\C507_2017_12_31_22_54_18\17.jpg,"[[167.0, 95.0, 22.0, 25.0], [197.0, 142.0, 117.0, 30.0], [98.0, 110.0, 38.0, 28.0]]"
.\rgb_\C507_2017_12_31_22_54_18\18.jpg,"[[165.0, 101.0, 24.0, 16.0], [169.0, 132.0, 99.0, 47.0], [99.0, 109.0, 37.0, 29.0]]"
.\rgb_\C507_2017_12_31_22_54_18\19.jpg,"[[105.0, 111.0, 29.0, 23.0], [145.0, 134.0, 84.0, 42.0], [164.0, 96.0, 19.0, 24.0]]"
.\rgb_\C507_2017_12_31_22_54_18\20.jpg,"[[101.0, 113.0, 31.0, 23.0], [103.0, 137.0, 93.0, 42.0], [117.0, 104.0, 19.0, 13.0], [166.0, 99.0, 23.0, 18.0]]"
.\rgb_\C507_2017_12_31_23_14_22\1.jpg,"[[107.0, 129.0, 38.0, 25.0], [108.0, 114.0, 15.0, 19.0], [132.0, 116.0, 25.0, 22.0], [201.0, 107.0, 17.0, 23.0]]"
.\rgb_\C507_2017_12_31_23_14_22\2.jpg,"[[106.0, 125.0, 33.0, 22.0], [108.0, 112.0, 15.0, 19.0], [145.0, 92.0, 17.0, 21.0]]"
.\rgb_\C507_2017_12_31_23_14_22\3.jpg,"[[106.0, 112.0, 16.0, 17.0], [108.0, 129.0, 37.0, 24.0], [141.0, 94.0, 25.0, 18.0]]"
.\rgb_\C507_2017_12_31_23_14_22\4.jpg,"[[107.0, 123.0, 34.0, 33.0], [108.0, 114.0, 16.0, 18.0], [139.0, 93.0, 23.0, 23.0]]"
.\rgb_\C507_2017_12_31_23_14_22\5.jpg,"[[105.0, 112.0, 25.0, 20.0], [105.0, 127.0, 34.0, 25.0], [125.0, 111.0, 35.0, 27.0], [143.0, 93.0, 17.0, 22.0]]"
.\rgb_\C507_2017_12_31_23_14_22\6.jpg,"[[103.0, 123.0, 42.0, 26.0], [105.0, 114.0, 23.0, 19.0], [130.0, 114.0, 26.0, 21.0], [143.0, 94.0, 15.0, 17.0], [317.0, 134.0, 34.0, 30.0]]"
.\rgb_\C507_2017_12_31_23_14_22\7.jpg,"[[105.0, 115.0, 19.0, 16.0], [108.0, 129.0, 40.0, 22.0], [131.0, 116.0, 27.0, 20.0], [143.0, 93.0, 17.0, 18.0], [272.0, 136.0, 55.0, 23.0]]"
.\rgb_\C507_2017_12_31_23_14_22\8.jpg,"[[107.0, 114.0, 24.0, 18.0], [107.0, 128.0, 44.0, 27.0], [132.0, 118.0, 24.0, 16.0], [143.0, 94.0, 35.0, 23.0], [245.0, 128.0, 55.0, 38.0]]"
.\rgb_\C507_2017_12_31_23_14_22\9.jpg,"[[103.0, 127.0, 42.0, 19.0], [105.0, 114.0, 23.0, 17.0], [131.0, 115.0, 27.0, 19.0], [140.0, 96.0, 27.0, 17.0], [209.0, 128.0, 61.0, 35.0]]"
.\rgb_\C507_2017_12_31_23_14_22\10.jpg,"[[107.0, 111.0, 21.0, 19.0], [108.0, 128.0, 39.0, 23.0], [131.0, 115.0, 31.0, 21.0], [142.0, 93.0, 20.0, 22.0], [186.0, 120.0, 110.0, 44.0]]"
.\rgb_\C507_2017_12_31_23_14_22\11.jpg,"[[103.0, 114.0, 26.0, 19.0], [105.0, 122.0, 34.0, 31.0], [130.0, 117.0, 23.0, 16.0], [141.0, 97.0, 20.0, 15.0], [144.0, 120.0, 95.0, 52.0]]"
.\rgb_\C507_2017_12_31_23_14_22\12.jpg,"[[107.0, 113.0, 22.0, 18.0], [125.0, 112.0, 30.0, 20.0], [125.0, 129.0, 25.0, 14.0], [141.0, 93.0, 19.0, 20.0]]"
.\rgb_\C507_2017_12_31_23_14_22\13.jpg,"[[106.0, 113.0, 21.0, 16.0], [106.0, 125.0, 30.0, 28.0], [130.0, 116.0, 28.0, 22.0], [140.0, 95.0, 23.0, 21.0]]"
.\rgb_\C507_2017_12_31_23_14_22\14.jpg,"[[106.0, 125.0, 28.0, 26.0], [108.0, 111.0, 21.0, 22.0], [128.0, 111.0, 32.0, 23.0]]"
.\rgb_\C507_2017_12_31_23_14_22\15.jpg,"[[106.0, 128.0, 44.0, 26.0], [107.0, 112.0, 25.0, 21.0], [128.0, 117.0, 28.0, 22.0], [144.0, 94.0, 24.0, 19.0]]"
